,username,date_t,text_t,favorites,hashtags,retweets,replies,author_id
91,umeu613,2019-04-21 23:49:39+00:00,#PersonaBillboardNo1 너무 자랑스럽다 방탄소년단을 이루는 모든 것들이 노력하여 이루어낸 결과ㅠㅠ 내 인류애의 원천인 방탄소년단 언제나 행복만 했으면 좋겠다ㅠㅠ @bts_twt,0,#PersonaBillboardNo1,0,0,236287306
92,rladkatjr,2019-04-21 23:49:35+00:00,@BTS_twt 축하해 방탄소년단 #PersonaBillboardNo1,0,#PersonaBillboardNo1,0,0,2491696009
93,cutiepj95,2019-04-21 23:49:35+00:00,"Jimin quería hacer un truco con el marcador, pero se le cayó cuando quizo intentarlo .. Entonces se quedó con cara de ""Ups"" Y se puso tímido @BTS_twt #BTS #방탄소년단 #BTSARMY #박지민 #지민 #JIMIN #PersonaBillboardNo1",104,#BTS #BTS #BTSARMY #BTSARMY #JIMIN #PersonaBillboardNo1,50,1,987466287344439296
94,Nina20uncp,2019-04-21 23:49:33+00:00,HAPPY @BTS_twt orgullosa por todo lo que están logrando #PersonaBillboardNo1 #방탄소년단 #BTS,1,#PersonaBillboardNo1 #BTS #BTS,1,0,3405814619
95,ultcmin,2019-04-21 23:49:27+00:00,good morning for asians there. uwu#BTS #방탄소년단 #Jimin,4,#BTS #BTS #Jimin,0,0,1117768216749600768
96,GBortolletto,2019-04-21 23:49:21+00:00,@BTS_twt #PersonaBillboardNo1 BTS (방탄소년단) '작은 것들을 위한 시 (Boy With Luv) feat. Halsey' Official MV https://youtu.be/XsX3ATc3FbA via @YouTube,0,#PersonaBillboardNo1,1,0,1027587890665193472
97,xoxorimo,2019-04-21 23:49:18+00:00,"""BTS (방탄소년단) 'IDOL' Official MV"" を YouTube で見る https://youtu.be/pBuZEGYXA6E バンタンすごいなーと改めて思ってる朝です( ˘ω˘ )",0,,0,0,4184012715
98,uuukorea3,2020-08-27 04:49:09+00:00,요새 자도 자도 피곤해서 힘들었는데 친구가 밀크씨슬을 추천하더라구요. 사기 전에 알아보니까 간이 안 좋으면 만성피로이기 쉽다고 해서 먹어보려고 구매했어요. 한 2주 먹었는데 확실히 아침에 일어나기가 좀 더 수월하고 피곤한 것도 덜하네요~ 마침 특별할인 이벤트 하던데 궁금하신분은↓↓클릭,122,,36,0,1267643783962718208
99,Vanessa58791245,2019-04-21 23:49:08+00:00,"Hermoso, maravilloso, lo más perfecto de la vida... @BTS_twt #BTS #BTSARMY #방탄소년단 #",0,#BTS #BTS #BTSARMY #BTSARMY,0,0,1021892816300113920
100,taeginjske_lion,2019-04-21 23:48:48+00:00,"oh shit, here we go again #BTS #방탄소년단 https://twitter.com/780613/status/1118867335748698115/video/1",16,#BTS #BTS,4,1,923295800536522752
101,MyCatalyst__,2019-04-21 23:48:39+00:00,190421 Aladdin Fansign #방탄소년단 #BTS @BTS_twt #지민보정 #정국 #JUNGKOOK #JIMIN #Jikook #Kookmin #국민 | cr. mighty_jimin and kookpics,14,#BTS #BTS #JUNGKOOK #JIMIN #Jikook #Kookmin,1,0,4784046122
102,VBrasil_,2019-04-21 23:48:38+00:00,"[HQ] 21.04.19 | Aladdin Fansign #뷔 #방탄소년단 (Cr,: _nuna_V) ",145,,21,2,3237986908
103,GoldArmys,2019-04-21 23:48:34+00:00,"[ ] 21.04.19 | “@BTS_twt, número 1 no BB 200 ... 3º álbum consecutivo em 11 meses” Não há texto. É isso aí. KKKK repórter estava com pressa. #PersonaBillboardNo1 #BTS #방탄소년단 cr. modooborahae ~ ",3,#PersonaBillboardNo1 #BTS #BTS,1,0,868934229710733312
104,cuvelyV,2019-04-21 23:48:33+00:00,방탄소년단 포에버 빌보드 1위 축하해요 #PersonaBillboardNo1 #PersonaUkNo1,0,#PersonaBillboardNo1 #PersonaUkNo1,2,0,1033276333902577666
105,maizeeey,2019-04-21 23:48:33+00:00,No bundles needed. Pure sales. #PersonaBillboardNo1 @BTS_twt #BTS #방탄소년단,2,#PersonaBillboardNo1 #BTS #BTS,0,0,991506879363903489
106,happy_all_day_,2019-04-21 23:48:29+00:00,축하해 #PersonaBillboardNo1 #방탄소년단 #BTS @BTS_twt,0,#PersonaBillboardNo1 #BTS #BTS,0,0,932800852493877248
107,JJEONG814,2019-04-21 23:48:28+00:00,"방탄소년단, '빌보드 200' 1위..""11개월 만에 3연속 정상"" | 다음연예 https://entertain.v.daum.net/v/20190422083214745 #BTS @BTS_twt",3,#BTS #BTS,2,0,1113333791899021312
108,OUMHIM,2019-04-21 23:48:11+00:00,เพิ่มวิวนุ้งบอยหน่อย BTS (방탄소년단) '작은 것들을 위한 시 (Boy With Luv) feat. Halsey' Official MV https://youtu.be/XsX3ATc3FbA ผ่าน @YouTube,0,,0,1,856500417827438592
109,angeljim_17,2019-04-21 23:48:06+00:00,월요일 아침부터 기분좋은 소식!! 얘들아~~축하해~ #PersonaBillboardNo1 #방탄소년단 #BTS @BTS_twt,42,#PersonaBillboardNo1 #BTS #BTS,39,0,973045188317753345
110,fullilove_BTS,2019-04-21 23:48:02+00:00,#PersonaBillboardNo1 #BTS #PersonaUKNumber1 #방탄소년단 #MAP_OF_SOUL_PERSONA #BoyWithLuv #BTSTIME100 ⁦@BTS_twt⁩ https://www.soompi.com/article/1319230wpp/bts-takes-no-1-on-billboard-200-with-map-of-the-soul-persona,0,#PersonaBillboardNo1 #BTS #BTS #PersonaUKNumber1 #MAP_OF_SOUL_PERSONA #BoyWithLuv #BTSTIME100,0,0,1003803466077175813
111,blossom_seul__,2019-04-21 23:47:56+00:00,악악 시험기간에다가 화관 추첨제 도입하니까 빅히트 개빡쳐서요~~~~~빅히트...화관은 에바엿ㅅ움,0,,0,1,936104299599355905
112,VBrasil_,2019-04-21 23:47:56+00:00,"[HQ] 21.04.19 | Aladdin Fansign #뷔 #방탄소년단 (Cr,: _nuna_V) ",137,,17,1,3237986908
113,tbtbqk,2019-04-21 23:47:55+00:00,"[속보] 방탄소년단, `빌보드 200` 1위…＂11개월 만에 3연속 정상＂ (출처 : 매일경제 | 네이버 뉴스) http://naver.me/55v99CEp #PersonaBillboardNo1 @BTS_twt 너무너무 축하해~ 속보라고 이렇게 뜨는거 너무너무 기쁘고 행복하다 ",0,#PersonaBillboardNo1,1,0,213554175
114,meliamy_1,2019-04-21 23:47:27+00:00,Bts & Army Hey ARMY ! Let’s go ! Army Fighting Bts Fighting 방탄소년단 아미 ARMYs always support each other #armyfallowarmy #ARMYfallowARMY #armyfolllowarmy #ArmyfollowArmy #Armyfolllowarmy #ARMYFollowARMY Thank you ! ,9,#armyfallowarmy #ARMYfallowARMY #armyfolllowarmy #ArmyfollowArmy #Armyfolllowarmy #ARMYFollowARMY,6,2,1115292449180737536
115,hee_BTS613,2019-04-21 23:47:25+00:00,"방탄소년단, '빌보드 200' 1위..""11개월 만에 3연속 정상"" | 다음연예 https://entertain.v.daum.net/v/20190422083214745 #BTS @BTS_twt",0,#BTS #BTS,0,0,1113930913451110400
116,BANGWOOL_PD,2019-04-21 23:47:24+00:00,".@BTS_twt take 8 weeks to prep for a world tour, new album, promotional TV appearances &amp; award show performances... #PersonaBillboardNo1 #BTS #방탄소년단 @BTS_twt @bts_bighit",6,#PersonaBillboardNo1 #BTS #BTS,2,0,62275039
117,JYz_Jimin,2019-04-21 23:47:15+00:00,[기자수첩]방탄소년단은 펜과 메모지를 꺼냈다 (출처 : 이데일리 | 네이버 뉴스) http://naver.me/GzXyy61r #BTS @BTS_twt,14,#BTS #BTS,13,0,953648696373125120
118,minstradamous,2019-04-21 23:47:08+00:00, @BTS_twt #BTS #방탄소년단 #PersonaBillboardNo1,0,#BTS #BTS #PersonaBillboardNo1,0,0,908219785242066944
119,ToomicsAd,2020-08-26 05:58:40+00:00,처음 본 사람의 페로몬에 홀려 해버렸는데... 사람이 아니라구요!? 웹툰 바로 보기 → https://toomics.com/k/fuDKE,627,,147,4,1219178613141950464
120,yong2ssi,2019-04-21 23:47:08+00:00,"방탄소년단, 美 '빌보드 200' 역대 3번째 정상 차지 | 다음뉴스 #BTS @BTS_twt",0,#BTS #BTS,0,0,407369198
121,Jelimi_7,2019-04-21 23:47:07+00:00,"Lại cái chuyên mục quen thuộc Nhưng mà thứ hạng lại không quen thuộc nữa đâu, Jungkook oppa đã thay đổi nó rồi nha Before : Jimin no.7 Now : Jimin no.1 ~ ~ @BTS_twt #JUNGKOOK #JK #JIMIN #jikook #BTS #방탄소년단 #BTSFansign #BTSARMY #ARMY",5,#JUNGKOOK #JK #JIMIN #jikook #BTS #BTS #BTSFansign #BTSARMY #BTSARMY #ARMY,0,0,1071859623458533376
122,Hriza_Eidzokumi,2019-04-21 23:47:02+00:00,#PersonaBillboardNo1 @BTS_twt @bts_bighit @BigHitEnt #BTS #방탄소년단 ,0,#PersonaBillboardNo1 #BTS #BTS,0,0,2572804094
123,yong2ssi,2019-04-21 23:46:51+00:00,작은 것들을 위한 시 (Boy With Luv) feat. Halsey - 방탄소년단 - 들어보세요. https://melon.do/aRg3gY8OV #Melon 스밍 #BTS @BTS_twt,0,#Melon #BTS #BTS,0,0,407369198
124,ridiculousofJin,2019-04-21 23:46:51+00:00,"Estoy tan orgullosa de Bangtan ellos han logrado mucho, y se lo merecen después de todo. Son leyenda. Son éxito asegurado. Stan legends. Stan Bangtan #PersonaBillboardNo1 #BTS #방탄소년단 @BTS_twt",0,#PersonaBillboardNo1 #BTS #BTS,0,0,966503453001486336
125,data0000134,2019-04-21 23:46:41+00:00,190428 광주 슈퍼콘서트 대리찍사 해드려요 본무대 앞 스탠딩 12시간 내 원본 전송 PAYPAL 모든 라인업 가능합니다 http://open.kakao.com/o/swfslO5 오픈카톡 혹은 디엠으로 문의주세요 #BTS #방탄소년단 #아이즈원 #IZONE #네이쳐 #더보이즈 #TXT #모모랜드 #엔플라잉 #트와이스 #체리블렛,0,#BTS #BTS #IZONE #IZONE #TXT,0,0,768974734440529920
126,lelebtslove,2019-04-21 23:46:38+00:00,Solo tuvo que pasar 23 años para que solo una leyenda pueda competir con otra leyenda de la música . BTS se convierte en el grupo del siglo XXI en tres números 1 .. The Beathles (UK) - BTS 방탄소년단 (Korea) @BTS_twt #PersonaBillboardNo1,1525,#PersonaBillboardNo1,897,9,1167148597
127,dreaminminjoo,2019-04-21 23:46:32+00:00,Pa-isang hirit pa: BTS 방탄소년단 — LEGENDS!!!!!!!! #PersonaBillboardNo1 @BTS_twt,0,#PersonaBillboardNo1,0,0,1002185195594772481
128,pyy_0718,2019-04-21 23:46:31+00:00,아 진짜 뭐 맨날 속보랰ㅋㅋㅋ 다음 앨범두 또 일위하믄 아침드라마 막 하다가 뉴스로 넘어가서 예 방금 들어온 속보입니다 방탄소년단이 빌보드 앨범차트 200에서 네번째로 일위를 했다는데요..땡땡땡 기자가 취재했습니다 막 이럴라구? ,0,,0,0,1015158676179415041
129,scenery01vkim,2019-04-21 23:46:17+00:00,#PersonaBillboardNo1 #BTS #방탄소년단 ,0,#PersonaBillboardNo1 #BTS #BTS,0,0,1091321627718017024
130,naoxnao_nao,2019-04-21 23:46:06+00:00,推し達がこんなにかっこよくて全てが素晴らしくて、、 armyでいることが本当に誇らしい 大好きすぎる #PersonaBillboardNo1 #MapOfTheSoulPersona #BTS #방탄소년단 @BTS_twt,0,#PersonaBillboardNo1 #MapOfTheSoulPersona #BTS #BTS,0,0,959080386050506752
131,wikitree,2019-04-21 23:46:01+00:00,"“11개월 만에 3연속 정상” 방탄소년단, '빌보드 200' 1위 http://i.wik.im/421949 #방탄소년단",3,,2,0,47856818
132,Ania__92,2019-04-21 23:45:52+00:00,"Tear, Answer and Persona meeting @BTS_twt #방탄소년단 #PersonaBillboardNo1 https://twitter.com/cherrywineIouis/status/929190459863285761/video/1",0,#PersonaBillboardNo1,0,0,909157337641963520
133,YUNV_twt,2019-04-21 23:45:50+00:00,Al enterarme de la noticia reaccione en 3 pasos 1. Grite como loca 2. Me metí a Twitter sentí un escalofrío el cual me empezó a doler la nariz y ojos 3. Solté todas las lagrimas que contuve de felicidad por los bebitos @BTS_twt #방탄소년단 #PersonaBillboardNo1,2,#PersonaBillboardNo1,0,0,1025776535113027586
134,gingerol95,2019-04-21 23:45:42+00:00,"방탄소년단, '빌보드 200' 1위..""11개월 만에 3연속 정상"" https://entertain.v.daum.net/v/20190422083214745 #방탄소년단 #BTS @BTS_twt",1292,#BTS #BTS,927,4,935864159471779841
135,_nojam_nolife,2019-04-21 23:45:38+00:00,방탄소년단 출연 SBS인기가요 올해 들어 최고 시청률 기록 http://m.sisamagazine.co.kr/news/articleView.html?idxno=191015 #방탄소년단 #BTS @BTS_twt,289,#BTS #BTS,225,0,1095298767278956545
136,Joan48718037,2019-04-21 23:45:37+00:00,방탄소년단 BTS 빌보드200 1위 축하해요 #PersonaBillboardNo1,10,#PersonaBillboardNo1,8,0,971753586144112640
137,kkData11,2019-04-21 23:45:32+00:00,"190428 광주 슈퍼콘서트 대리찍사 합니다 #대리찍사 #댈찍 #데이터 경험다수, 실시간 프리뷰 본무대 앞 스탠딩 :1DX Mark2+백사투 #방탄소년단 #BTS #TXT #투마로우바이투게더 #트와이스 #아이즈원 #더보이즈 #엔플라잉 등 전 출연진 가능! 후기 마음글, 오픈톡 주세요!!",0,#BTS #BTS #TXT,0,0,798790241150586880
138,zziru67,2019-04-21 23:45:31+00:00,[폴리뉴스] 비주얼과 음악적 재능 모두 겸비한 독보적 아티스트 방탄소년단 뷔 http://www.polinews.co.kr/news/article.html?no=389653,0,,0,0,1024435021661138945
139,uuukorea3,2020-08-27 04:49:09+00:00,요새 자도 자도 피곤해서 힘들었는데 친구가 밀크씨슬을 추천하더라구요. 사기 전에 알아보니까 간이 안 좋으면 만성피로이기 쉽다고 해서 먹어보려고 구매했어요. 한 2주 먹었는데 확실히 아침에 일어나기가 좀 더 수월하고 피곤한 것도 덜하네요~ 마침 특별할인 이벤트 하던데 궁금하신분은↓↓클릭,122,,36,0,1267643783962718208
140,FRAID_CR,2019-04-21 23:45:25+00:00,미친 아니 왜 추첨제야 아니 야 빅히트 마!!!!!,0,,0,1,1114545238494728192
141,JMLOVEMODE,2019-04-21 23:45:18+00:00,"[속보] 방탄소년단, `빌보드 200` 1위…＂11개월 만에 3연속 정상＂ (출처 : 매일경제 | 네이버 뉴스) http://naver.me/55v99CEp ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 저번부터 속보 진짜 무슨일인데요ㅋㅋㅋㅋㅋㅋㅋ 제목만 올려놓으셨어ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ #PersonaBillboardNo1 #방탄소년단 #BTS @BTS_twt",144,#PersonaBillboardNo1 #BTS #BTS,153,0,823747307329961985
142,kkData11,2019-04-21 23:45:12+00:00,"190424 TMA 더팩트뮤직어워드 대리찍사합니다 #대리찍사 #댈찍 #데이터 경험다수, 실시간 프리뷰 본무대 앞 스탠딩A :1DX Mark2+백사투 #방탄소년단 #BTS #레드벨벳 #몬스타엑스 #마마무 #더보이즈 #아이콘 #스트레이키즈 #아이들 #여자친구 #청하 후기 마음글, 오픈톡 주세요!!!",1,#BTS #BTS,1,0,798790241150586880
143,Jin7love,2019-04-21 23:45:05+00:00,"시작된 한 주, 그리고 머스터 당첨여부 발표 주.. 이미 정해진 당락이겠지만 그 당락이 내편이기를.... 머스터당첨염원 비나이다비나이다비나이다 #방탄소년단 #BTS @BTS_twt",4,#BTS #BTS,0,0,797776102265491456
144,zziru67,2019-04-21 23:45:02+00:00,"""방탄소년단 뷔 덕분에 제 인생이 찬란하게 빛나요"" 무명화가와 아름다운 인연 | 다음뉴스 https://news.v.daum.net/v/20190421222602936",0,,0,0,1024435021661138945
145,iseecolors31,2019-04-21 23:45:01+00:00,"[속보] 방탄소년단, `빌보드 200` 1위…""11개월 만에 3연속 정상"" 출처 : 매일경제 | 네이버 http://naver.me/5n3ttwUY",0,,0,0,740410411191836673
146,myoongifavs,2019-04-21 23:44:49+00:00,BTS -Boy With Luv I 방탄소년단 - 작은 것들을 위한 시 [Music Bank COME BACK/2019.04.19] https://youtu.be/il2t8qjLAD0 via @YouTube,0,,0,0,428429104
147,zziru67,2019-04-21 23:44:37+00:00,방탄소년단 뷔 '싱귤래리티' 솔로곡 중 유일하게 'BTS 필수곡 15'에 올라 | 다음연예 https://entertain.v.daum.net/v/20190422081510456,0,,0,0,1024435021661138945
148,Y_Biggest,2019-04-21 23:44:37+00:00,ทุกคนคะ อย่าลืมน้องบอยของเรานะคะ 184ล้านแล้ว #PersonaBillboardNo1 @BTS_twt BTS (방탄소년단) '작은 것들을 위한 시 (Boy With Luv) feat. Halsey' Official MV https://youtu.be/XsX3ATc3FbA ผ่าน @YouTube,0,#PersonaBillboardNo1,0,0,1390914416
149,dadada951230,2019-04-21 23:44:37+00:00,내일부터 빌봅 투표 달리기 시작이라면서요ㅠㅠ 한표한표 소중하니 부계 팔로잉 부탁드려용!! 맞팔가요~~~~ 아포방포 #방탄소년단 #BTS #작은것들을위한시 #BoyWithLuv #BBMAs #btsarmy @BTS_twt,0,#BTS #BTS #BoyWithLuv #BBMAs #BBMAs #btsarmy #btsarmy,0,0,1107303757316939782
150,JiminBase,2019-04-21 23:44:34+00:00,"[INFO] @BTS_twt collects it's third No. 1 album on the Billboard 200 chart 1. Love Yourself: Tear (June 2, 2018) 2. Love Yourself: Answer (Sept 8, 2018) 3. Map of The Soul : Persona (April 27, 2019) Congratulations #PersonaBillboardNo1 #BTS #방탄소년단 ",133,#PersonaBillboardNo1 #BTS #BTS,89,1,731207181018652672
151,Wandaaulia_,2019-04-21 23:44:33+00:00,Congrats kesayangankuuu @BTS_twt #방탄소년단 #BTS #PersonaBillboardNo1,0,#BTS #BTS #PersonaBillboardNo1,0,0,1597798873
152,principe1204,2019-04-21 23:44:26+00:00,[HD] 190421 알라딘 #JIN #김석진 #석진 #진 #방탄소년단 #BTS @BTS_twt,1952,#JIN #BTS #BTS,778,3,949038610447290368
153,persona_of_jin,2019-04-21 23:43:56+00:00,#PersonaBillboardNo1 방탄소년단이 3장의 앨범을 '빌보드 200' 1위에 올려놓는데 11개월이 채 걸리지 않았다. 울 애긔들 빌보드 1위 또또 축하해 ,1,#PersonaBillboardNo1,1,0,999688511690174465
154,Heyry17,2019-04-21 23:43:55+00:00,태형이가 미래고 희망이다 #GoodmorningTaehyung #방탄소년단 뷔 @BTS_twt,0,#GoodmorningTaehyung,0,0,1088034576025305089
155,Joon_Naytion,2019-04-21 23:43:48+00:00,Yassss this is amazing And it's huge I have people who never listened to #방탄소년단 asking me questions about @BTS_twt they want to know who they are They told me to play #BTS songs today so I went on Spotify and played their entire discography on shuffle #PersonaBillboardNo1,1,#BTS #BTS #PersonaBillboardNo1,1,0,489243056
156,momong11,2019-04-21 23:43:33+00:00,#PersonaBillboardNo1 Map of the Soul : PERSONA - Billboard 200 1위 세번째 앨범 축하해요!!대단해요!!멋쪄요!! #BTS #방탄소년단 @BTS_twt,0,#PersonaBillboardNo1 #BTS #BTS,3,0,195602142
157,Paula_Argel,2019-04-21 23:43:27+00:00,#PersonaBillboardNo1 #BTS #BBMAs #방탄소년단 @BTS_twt,0,#PersonaBillboardNo1 #BTS #BTS #BBMAs #BBMAs,0,0,157068245
158,with_danieland,2019-04-21 23:43:22+00:00,"@BTS_twt Hai army, Are You Ready?? I think this year's rivals will be harder than last year #BTS #ArmyfolllowArmy #armyfallowarmy #curiousaboutBTS #JUNGKOOK #Taehyung #JIMIN #RM #JHOPE #SUGA #JIN #방탄소년단 #BBMAs Screenshot : @BBMAsPoll Twitter",4,#BTS #BTS #ArmyfolllowArmy #armyfallowarmy #curiousaboutBTS #JUNGKOOK #Taehyung #JIMIN #RM #JHOPE #SUGA #JIN #BBMAs #BBMAs,1,0,1119149879337480204
159,gunijimini1013,2019-04-21 23:43:15+00:00,"[기사] 방탄소년단, '빌보드 200' 1위…＂11개월 만에 3연속 정상"" http://naver.me/FqwnnCLF #방탄소년단 #BTS @BTS_twt",24,#BTS #BTS,26,0,1046068568817684480
160,uuukorea3,2020-08-27 04:49:09+00:00,요새 자도 자도 피곤해서 힘들었는데 친구가 밀크씨슬을 추천하더라구요. 사기 전에 알아보니까 간이 안 좋으면 만성피로이기 쉽다고 해서 먹어보려고 구매했어요. 한 2주 먹었는데 확실히 아침에 일어나기가 좀 더 수월하고 피곤한 것도 덜하네요~ 마침 특별할인 이벤트 하던데 궁금하신분은↓↓클릭,122,,36,0,1267643783962718208
161,scenery117,2019-04-21 23:43:13+00:00,"굿모닝 태형~ 좋은 아침, 행복한 아침, 아픈데 얼른 낫기를..두려움을 극복한 #뷔오니소스 !! 무대는 최고로 감동이었고 매력적이였고 고마웠어요!! #SINGULARITY85M 도 축하축하~ #GoodmorningTaehyung #taehyung #방탄소년단뷔 #Taehyung #방탄소년단 @BTS_twt",21,#SINGULARITY85M #GoodmorningTaehyung #taehyung #Taehyung,10,0,1091300546399502336
162,bhadzv2,2019-04-21 23:43:12+00:00,#방탄소년단 Congratulations! ,0,,0,0,1112553990917545984
163,bts2013k,2019-04-21 23:43:05+00:00,방탄소년단 @BTS_twt 음악과 영상 속 숨은 '클래식·인문학 코드' (출처 : SBS | 네이버 뉴스) http://naver.me/G35qq1nI,0,,0,0,920973925252710400
164,RootingFor_BTS,2019-04-21 23:43:00+00:00,노8이 스밍체크 #아미가_스ㅁb할게_방탄은_음악만해 #MAP_OF_THE_SOUL_PERSONA #MAPOFTHESOULPERSONA #BoyWithLuv #작은것들을위한시 #BTS #방탄소년단 @BTS_twt,2,#MAP_OF_THE_SOUL_PERSONA #MAPOFTHESOULPERSONA #BoyWithLuv #BTS #BTS,3,0,963845324455395328
165,VBrasil_,2019-04-21 23:42:51+00:00,"[HQ] 21.04.19 | Aladdin Fansign #뷔 #방탄소년단 (Cr,: _nuna_V) ",72,,13,1,3237986908
166,iam_bleue,2019-04-21 23:42:46+00:00,"Good morning, Taetae Youre the prettiest at last night's fansign.. im so happy youre smiling a lot and pls take care if yourself .. #GoodMorningTaehyung #V #BTSV #CGV #KimTaehyung @BTS_twt #방탄소년단 #뷔 #김태형",3,#GoodMorningTaehyung #V #BTSV #CGV #KimTaehyung,3,0,919678367976194048
167,TunaJahan,2019-04-21 23:42:39+00:00,[CHOREOGRAPHY] BTS (방탄소년단) '작은 것들을 위한 시 (Boy With Luv)' Dance Practice https://youtu.be/CzvfbRbEjww via @YouTube.. @BTS_twt @btsfancafes,0,,0,0,871053481582280704
168,bts2013k,2019-04-21 23:42:26+00:00,"""‘그 질문을 해주셔서 감사하다’, ‘그 질문은 참 중요하다’ 등의 말과 함께 잘 정돈된 답변을 이어갔다 유일하게 영어로 질문한 영국 BBC 방송사의 한 기자는 리더 RM이 내놓은 3분여 간의 정성스런 답변이 끝나자 박수쳤다"" [기자수첩] #방탄소년단 은 펜과 메모지를 꺼냈다 http://naver.me/GzXyy61r",0,,0,0,920973925252710400
169,diasi18,2019-04-21 23:42:21+00:00,Estoy llorando #PersonaBillboardNo1 #방탄소년단 @BTS_twt,0,#PersonaBillboardNo1,0,0,362216867
170,_coronamamada,2019-04-21 23:42:18+00:00,さくら餅といそべ餅。 #JIMIN #지민 #BTS #방탄소년단 ,10,#JIMIN #BTS #BTS,3,0,1406793210
171,opahritah,2019-04-21 23:42:13+00:00,WHAT IS THIS KIM TAEHYUNG KEEP PLAYING WITH MY HEART @BTS_twt #Taehyung #방탄소년단 #BTS,0,#Taehyung #BTS #BTS,0,0,1053973757478473729
172,shookyss_613,2019-04-21 23:42:12+00:00,1년안에 빌보드 3번째!! 축하해 방탄소년단 &gt;_&lt; #PersonaBillboardNo1 #BTS @BTS_twt,1,#PersonaBillboardNo1 #BTS #BTS,1,0,880629487456575488
173,adsugagloss,2019-04-21 23:42:11+00:00,"Intellectual people already knew, this is just to rub in haters faces #PersonaBillboardNo1 #방탄소년단",0,#PersonaBillboardNo1,0,0,970808409955151872
174,decalcomania901,2019-04-21 23:41:59+00:00,I napped for three hours and we broke another record #방탄소년단 #PersonaBillboardNo1 OJO,1,#PersonaBillboardNo1,0,0,774863471666225152
175,onlyBTS_ARMY,2019-04-21 23:41:48+00:00,Esto su que son logros de verdad! Logros que de verdad puedes decir que un grupo está en lo más alto BTS es el mejor grupo del mundo!!! BTS paved the way! BTS LEGENDS! Ly @BTS_twt #PersonaBillboardNo1 #BTS #방탄소년단,1,#PersonaBillboardNo1 #BTS #BTS,1,0,1095001960938438656
176,RootingFor_BTS,2019-04-21 23:41:44+00:00,탭전화 스밍체크 #아미가_스ㅁb할게_방탄은_음악만해 #MAP_OF_THE_SOUL_PERSONA #MAPOFTHESOULPERSONA #BoyWithLuv #작은것들을위한시 #BTS #방탄소년단 @BTS_twt,0,#MAP_OF_THE_SOUL_PERSONA #MAPOFTHESOULPERSONA #BoyWithLuv #BTS #BTS,0,0,963845324455395328
177,jiminie_up,2019-04-21 23:41:39+00:00,Omg karmy...What is this #JIMIN #지민 #BTS #방탄소년단 @BTS_twt,1,#JIMIN #BTS #BTS,0,0,819338934865960960
178,chu_0613_,2019-04-21 23:41:36+00:00,발표가 났네 빌보드2001위 ㅎㅎ 속보로 떠서 깜짝 놀랐음 축하해 방탄소년단 @BTS_twt,1,,0,0,804518262625026048
179,bang7anshines,2019-04-21 23:41:31+00:00,¿Saben qué? Tengo a los ídolos más increíbles y lindos del así es #BTS #방탄소년단 #PersonaBillboardNo1 @BTS_twt,2,#BTS #BTS #PersonaBillboardNo1,1,0,1027465274
180,dazzlingfan1,2019-04-21 23:41:30+00:00,Let's stream #BoyWithLuv before busy to vote on #BBMAs #BTS #방탄소년단 #PersonaBillboardNo1 Almost 185M... https://youtu.be/XsX3ATc3FbA,0,#BoyWithLuv #BBMAs #BBMAs #BTS #BTS #PersonaBillboardNo1,0,0,1108390907680686081
181,uuukorea4,2020-08-04 08:22:54+00:00,"요즘 살 빼려고 식단 관리 중인데 이 단백질쉐이크 진짜 좋아요. 맛이 질리지 않고 포만감이 좋아서 저녁마다 먹는데, 한끼 칼로리도 95kcal 밖에 안된다고 합니다. 몸 관리하시는 분들한테 식사 대용으로 딱입니다. 운동은 귀찮고 배고픈건 싫은 분들한테 완전 추천!!!",3521,,1358,60,1267644552535367680
182,TaeBias6,2019-04-21 23:41:26+00:00,https://shadowban.eu/ check if you can actually vote for our boys #BoyWithLuv #BTS #방탄소년단 #BillboardTopSocialArtist #BillboardMusicAwards #BillboardGroupDuo,1,#BoyWithLuv #BTS #BTS #BillboardTopSocialArtist #BillboardMusicAwards #BillboardMusicAwards #BillboardGroupDuo,2,0,1116366733768572929
183,SeokJin_MX,2019-04-21 23:41:18+00:00,TRAD | #방탄소년단 #JIN #진 @BTS_twt #BTS [210419] Aladdin Fansign : Dame uno de esos. : ¿No conseguiste uno? : Me dijeron que no los recibiera : Por favor toma estos. (Le pone el gorro) : (Apenado) Estoy muy viejo para lucir bien en esto…,93,#JIN #BTS #BTS,30,2,942304379960471552
184,niss1830,2019-04-21 23:41:17+00:00,"Liked on YouTube: [Comeback Stage] BTS - Boy With Luv , 방탄소년단 - 작은 것들을 위한 시 Show Music core 20190420 https://youtu.be/uyCJW_DEvDs",0,,0,0,945279918
185,BTSARMYs613,2019-04-21 23:41:07+00:00,เป็นแฟนกัน ดูออกกกกกก #kookv #JUNGKOOK #taehyung #vkook #Taekook #BTS #방탄소년단 #뷔 #정국 #Fansign #Aladdin #ARMY #BTSARMYs #BoyWithLuv #PERSONA #BoyWithLuv3rdWin,58,#kookv #JUNGKOOK #taehyung #vkook #Taekook #BTS #BTS #Fansign #Aladdin #ARMY #BTSARMYs #BoyWithLuv #PERSONA #BoyWithLuv3rdWin,37,1,852224306293723136
